loan_id,customer_id,origination_date,maturity_date,region,country,industry,customer_segment,loan_product,loan_amount,outstanding_balance,interest_rate,term_months,credit_score,annual_revenue_m,collateral_value,ltv,debt_service_coverage_ratio,payment_status,days_past_due,risk_score,risk_bucket,default_flag
L100133,C1077,2024-06-18,2029-06-18,Europe,Netherlands,Manufacturing,Enterprise,Equipment Finance,4156918.1,3613691.43,0.032,60,745.0,405.87,4614685.47,0.783,2.08,Current,0,32.8,Low,0
L100134,C1097,2025-05-17,2028-05-17,Europe,Germany,Construction,Public Sector,Working Capital,626811.39,560574.75,0.0706,36,694.0,459.58,780771.97,0.718,1.76,Current,0,36.8,Moderate,0
L100135,C1156,2023-09-06,2025-09-06,North America,Mexico,Construction,Mid-Market,Equipment Finance,1446438.02,698719.94,0.0802,24,685.0,34.54,1642039.47,0.426,1.21,Current,0,39.4,Moderate,0
L100136,C1177,2023-01-04,2027-01-04,Latin America,Chile,Public Sector,Mid-Market,Leasing,726311.43,463590.96,0.032,48,802.0,38.46,1125868.39,0.412,1.73,Current,0,12.6,Low,0
L100137,C1052,2023-11-04,2030-11-04,Europe,France,Manufacturing,Public Sector,Working Capital,932983.88,720974.4,0.032,84,735.0,109.94,802755.86,0.898,2.34,Current,0,42.0,Moderate,0
L100138,C1014,2024-10-01,2029-10-01,Asia-Pacific,Singapore,Construction,SME,Equipment Finance,275181.87,239202.56,0.1134,60,633.0,4.38,313792.34,0.762,1.08,Late 30,32,81.5,High,0
L100139,C1035,2023-05-28,2027-05-28,North America,Canada,Healthcare,Enterprise,Equipment Finance,2324317.08,1211810.94,0.032,48,789.0,591.93,2494406.59,0.486,1.38,Current,0,20.6,Low,0
L100140,C1239,2024-01-11,2026-01-11,Europe,Germany,Healthcare,Enterprise,Equipment Finance,5808398.13,1170262.85,0.032,24,792.0,1781.46,9023485.0,0.13,1.81,Current,0,16.2,Low,0
L100141,C1370,2025-10-19,2031-10-19,Europe,Germany,Manufacturing,SME,Equipment Finance,143425.32,139593.51,0.0708,72,640.0,6.3,166323.58,0.839,1.43,Current,0,54.8,Moderate,0
L100142,C1009,2023-03-28,2027-03-28,Latin America,Brazil,Retail,Mid-Market,Leasing,408527.03,233782.66,0.0795,48,682.0,56.1,428238.81,0.546,0.85,Current,0,46.3,Moderate,0
L100143,C1013,2023-02-27,2028-02-27,Europe,United Kingdom,Manufacturing,SME,Equipment Finance,269786.99,157254.93,0.0557,60,653.0,9.39,309519.18,0.508,1.57,Current,0,31.9,Low,0
L100144,C1296,2024-04-09,2029-04-09,Europe,Germany,Public Sector,SME,Equipment Finance,832386.18,703972.09,0.032,60,693.0,8.47,1039938.63,0.677,1.96,Current,0,22.0,Low,0
L100145,C1275,2023-01-14,2026-01-14,North America,United States,Transportation,Mid-Market,Trade Finance,1161144.91,487856.11,0.0474,36,732.0,40.54,1864692.57,0.262,2.01,Current,0,22.5,Low,0
L100146,C1278,2023-02-13,2025-02-13,Europe,Germany,Construction,SME,Trade Finance,81928.79,9105.29,0.0919,24,619.0,22.92,,0.088,0.94,Current,0,58.3,Elevated,0
L100147,C1065,2023-07-01,2027-07-01,Europe,Germany,Construction,Enterprise,Equipment Finance,7595505.9,4039662.45,0.0444,48,755.0,472.8,9233540.96,0.437,1.74,Current,0,24.3,Low,0
L100148,C1328,2023-04-22,2027-04-22,Europe,Netherlands,Public Sector,Public Sector,Equipment Finance,4909249.54,2405015.09,0.032,48,770.0,266.3,5634802.6,0.427,2.63,Current,0,12.6,Low,0
L100149,C1236,2025-06-17,2030-06-17,North America,United States,Manufacturing,Enterprise,Leasing,1316752.57,1200573.29,0.0366,60,820.0,675.61,1224584.76,0.98,1.85,Current,0,48.6,Moderate,0
L100150,C1059,2023-05-11,2029-05-11,Middle East & Africa,Saudi Arabia,Manufacturing,SME,Project Finance,139918.6,96817.04,0.0973,72,684.0,6.82,164228.69,0.59,1.02,Late 30,37,58.1,Elevated,0
L100151,C1043,2024-07-16,2027-07-16,Middle East & Africa,United Arab Emirates,Transportation,SME,Project Finance,579182.77,398815.57,0.1154,36,654.0,14.16,569073.78,0.701,0.89,Current,0,58.0,Elevated,0
L100152,C1228,2025-02-21,2029-02-21,North America,United States,Healthcare,SME,Equipment Finance,625985.47,518722.83,0.0394,48,705.0,3.82,651187.02,0.797,1.66,Current,0,33.1,Low,0
L100153,C1296,2024-11-01,2026-11-01,Europe,France,Manufacturing,SME,Equipment Finance,821599.41,454108.24,0.0645,24,659.0,8.94,901487.45,0.504,1.53,Current,0,31.3,Low,0
L100154,C1296,2024-12-19,2027-12-19,North America,United States,Manufacturing,Public Sector,Leasing,1015819.3,795063.54,0.0324,36,680.0,254.71,1156907.6,0.687,1.86,Current,0,32.4,Low,0
L100155,C1223,2024-01-25,2029-01-25,Asia-Pacific,China,Healthcare,Mid-Market,Project Finance,4953231.67,3340503.02,0.0439,60,706.0,,7247309.9,0.461,2.06,Current,0,18.7,Low,0
L100156,C1195,2025-08-21,2031-08-21,North America,Mexico,Manufacturing,SME,Project Finance,165886.84,157046.18,0.084,72,662.0,4.81,160187.1,0.98,1.36,Current,0,64.0,Elevated,0
L100157,C1264,2023-03-18,2028-03-18,Asia-Pacific,Singapore,Manufacturing,Enterprise,Equipment Finance,2801923.3,1826410.04,0.0565,60,675.0,386.27,4284155.98,0.426,1.12,Current,0,39.1,Moderate,0
L100158,C1049,2023-04-03,2026-04-03,Asia-Pacific,Australia,Retail,Mid-Market,Working Capital,418485.73,253877.55,0.0776,36,689.0,91.32,479336.44,0.53,1.35,Current,0,32.0,Low,0
L100159,C1138,2025-07-21,2030-07-21,Asia-Pacific,Singapore,Healthcare,SME,Equipment Finance,636940.64,605457.51,0.0574,60,604.0,6.87,1071011.01,0.565,1.68,Current,0,37.1,Moderate,0
L100160,C1037,2023-03-22,2027-03-22,North America,Mexico,Retail,SME,Working Capital,381266.81,185176.75,0.0892,48,647.0,3.31,311872.54,0.594,1.42,Current,0,37.8,Moderate,0
L100161,C1318,2023-07-14,2030-07-14,Middle East & Africa,United Arab Emirates,Retail,Mid-Market,Trade Finance,1095678.18,920884.33,0.0772,84,701.0,133.58,1638806.71,0.562,1.48,Current,0,26.5,Low,0
L100162,C1230,2023-07-17,2028-07-17,North America,United States,Manufacturing,Enterprise,Leasing,1188597.85,833613.58,0.032,60,740.0,,1840720.77,0.453,2.12,Current,0,19.8,Low,0
L100163,C1295,2023-02-18,2029-02-18,North America,Canada,Construction,SME,Equipment Finance,538420.6,367237.79,0.0939,72,634.0,5.25,943508.39,0.389,0.97,Current,0,54.9,Moderate,0
L100164,C1189,2023-05-04,2026-05-04,Europe,United Kingdom,Transportation,Public Sector,Working Capital,1658418.94,524936.52,0.0479,36,731.0,172.05,2133410.06,0.246,1.73,Current,0,22.5,Low,0
L100165,C1353,2024-09-08,2028-09-08,Europe,Netherlands,Construction,Enterprise,Leasing,986864.45,738244.41,0.0752,48,684.0,601.57,979784.83,0.753,1.96,Grace Period,2,41.4,Moderate,0
L100166,C1353,2024-12-23,2029-12-23,Middle East & Africa,United Arab Emirates,Manufacturing,Enterprise,Project Finance,1934972.38,1632698.82,0.0601,60,736.0,722.91,3115976.5,0.524,1.0,Current,0,34.1,Low,0
L100167,C1234,2023-03-28,2027-03-28,Asia-Pacific,India,Manufacturing,SME,Leasing,447051.01,266164.17,0.0808,48,674.0,2.05,675603.17,0.394,1.38,Current,0,32.5,Low,0
L100168,C1316,2025-10-08,2030-10-08,Europe,Netherlands,Manufacturing,SME,Project Finance,544054.29,531547.99,0.0699,60,638.0,6.94,576286.18,0.922,1.84,Current,0,58.7,Elevated,0
L100169,C1250,2023-04-12,2027-04-12,Latin America,Chile,Transportation,Enterprise,Equipment Finance,1646035.74,875096.4,0.0848,48,732.0,719.37,1882897.07,0.465,1.7,Grace Period,13,22.5,Low,0
L100170,C1275,2025-01-26,2032-01-26,North America,Canada,Retail,SME,Equipment Finance,289333.87,269653.33,0.0845,84,670.0,1.28,498322.79,0.541,1.59,Late 60,65,58.2,Elevated,0
L100171,C1093,2025-05-05,2028-05-05,Europe,Germany,Transportation,Mid-Market,Equipment Finance,1197038.43,1027922.95,0.0655,36,684.0,,1360762.13,0.755,1.73,Current,0,39.8,Moderate,0
L100172,C1373,2024-07-08,2030-07-08,North America,Mexico,Construction,Enterprise,Equipment Finance,3305943.07,2634931.81,0.0672,72,806.0,738.37,5298856.6,0.497,1.23,Current,0,32.6,Low,0
L100173,C1070,2024-06-02,2028-06-02,Latin America,Colombia,Retail,SME,Equipment Finance,132710.36,99556.35,0.1063,48,655.0,7.88,175701.14,0.567,1.55,Current,0,32.9,Low,0
L100174,C1263,2023-04-07,2027-04-07,North America,United States,Transportation,Enterprise,Working Capital,5694845.31,3067217.8,0.0619,48,,789.42,6963964.08,0.44,1.19,Current,0,33.5,Low,0
L100175,C1230,2023-09-18,2027-09-18,North America,United States,Manufacturing,Public Sector,Equipment Finance,4018480.24,2413743.06,0.0346,48,732.0,187.73,4375677.06,0.552,1.7,Current,0,19.8,Low,0
L100176,C1035,2025-07-10,2028-07-10,Europe,Netherlands,Public Sector,Enterprise,Equipment Finance,2855527.27,2499175.02,0.032,36,717.0,251.9,4465455.6,0.56,2.17,Current,0,13.1,Low,0
L100177,C1294,2024-01-28,2031-01-28,Latin America,Colombia,Healthcare,Mid-Market,Equipment Finance,816728.79,680757.01,0.0387,84,741.0,19.0,1146632.94,0.594,1.43,Current,0,19.3,Low,0
L100178,C1029,2023-02-25,2029-02-25,Middle East & Africa,United Arab Emirates,Manufacturing,Enterprise,Equipment Finance,4272837.47,3007994.76,0.0615,72,710.0,944.79,7243672.1,0.415,1.59,Current,0,21.6,Low,0
L100179,C1193,2025-03-26,2032-03-26,Asia-Pacific,Singapore,Technology,Mid-Market,Project Finance,931193.61,878657.86,0.0474,84,691.0,89.69,969650.8,0.906,1.79,Current,0,45.2,Moderate,0
L100180,C1310,2025-01-21,2032-01-21,Middle East & Africa,South Africa,Retail,Enterprise,Trade Finance,2718675.6,2463055.8,0.0728,84,704.0,990.54,2669785.82,0.923,1.95,Current,0,48.4,Moderate,0
L100181,C1047,2023-03-20,2028-03-20,Middle East & Africa,United Arab Emirates,Energy,Enterprise,Equipment Finance,1603118.22,1126900.62,0.0733,60,691.0,306.19,1871103.84,0.602,1.57,Current,0,26.8,Low,0
L100182,C1137,2023-02-15,2027-02-15,Europe,Germany,Technology,Enterprise,Project Finance,6159842.6,3405612.22,0.032,48,678.0,790.1,5906867.26,0.577,1.7,Current,0,24.7,Low,0
L100183,C1193,2023-05-28,2029-05-28,Europe,Germany,Manufacturing,SME,Working Capital,91168.78,61915.59,0.0826,72,654.0,2.17,129014.12,0.48,1.61,Grace Period,24,31.7,Low,0
L100184,C1351,2023-02-03,2025-02-03,Asia-Pacific,Australia,Manufacturing,SME,Trade Finance,110946.64,45033.81,0.0786,24,705.0,3.21,110074.87,0.409,1.17,Late 60,84,60.4,Elevated,0
L100185,C1145,2024-11-21,2030-11-21,Asia-Pacific,Australia,Manufacturing,SME,Leasing,635974.23,557220.98,0.0824,72,679.0,5.95,668178.83,0.834,1.64,Current,0,44.3,Moderate,0
L100186,C1044,2023-05-04,2027-05-04,Europe,Germany,Construction,Mid-Market,Equipment Finance,1003062.4,686865.76,0.0685,48,741.0,87.5,1632247.64,0.421,1.48,Current,0,26.1,Low,0
L100187,C1049,2024-10-10,2029-10-10,North America,United States,Public Sector,Mid-Market,Leasing,819812.51,713781.85,0.032,60,751.0,164.26,889550.51,0.802,2.06,Current,0,27.2,Low,0
L100188,C1075,2023-07-08,2027-07-08,Asia-Pacific,Singapore,Manufacturing,Mid-Market,Project Finance,558384.23,413700.04,0.0647,48,724.0,49.98,595639.63,0.695,1.07,Late 30,35,56.3,Elevated,0
L100189,C1329,2025-12-17,2029-12-17,North America,Mexico,Energy,Mid-Market,Working Capital,377044.78,369503.88,0.0661,48,768.0,33.91,446508.62,0.828,0.86,Current,0,56.2,Elevated,0
L100190,C1293,2025-03-23,2027-03-23,Latin America,Colombia,Manufacturing,Enterprise,Leasing,3399391.31,2245886.7,0.0692,24,732.0,271.82,4076121.47,0.551,1.08,Late 30,57,50.0,Moderate,0
L100191,C1158,2024-02-03,2028-02-03,North America,United States,Manufacturing,Public Sector,Equipment Finance,2511942.59,1525705.27,0.0375,48,750.0,150.15,4136188.19,0.369,2.48,Current,0,19.8,Low,0
L100192,C1322,2024-04-17,2028-04-17,North America,Canada,Technology,SME,Working Capital,55000.0,38100.04,0.0725,48,681.0,21.8,63728.61,0.598,1.2,Late 60,86,61.2,Elevated,0
L100193,C1348,2023-03-07,2026-03-07,Middle East & Africa,United Arab Emirates,Construction,Enterprise,Project Finance,7236235.14,2746288.75,0.0892,36,773.0,767.43,8076803.72,0.34,1.53,Current,0,24.8,Low,0
L100194,C1329,2023-02-03,2026-02-03,North America,United States,Transportation,Mid-Market,Leasing,899090.79,264182.79,0.0666,36,690.0,115.61,1212372.19,0.218,1.34,Current,0,33.4,Low,0
L100195,C1001,2024-08-12,2029-08-12,North America,Canada,Healthcare,Mid-Market,Working Capital,1122380.26,875430.46,0.0425,60,690.0,50.01,1492593.14,0.587,1.65,Current,0,21.6,Low,0
L100196,C1037,2023-01-17,2027-01-17,Europe,France,Technology,SME,Leasing,167436.62,89816.17,0.0487,48,703.0,5.49,196463.8,0.457,1.61,Current,0,20.2,Low,0
L100197,C1275,2024-11-06,2030-11-06,Middle East & Africa,Saudi Arabia,Manufacturing,Enterprise,Leasing,708711.68,651547.49,0.0723,72,705.0,740.5,1029299.56,0.633,1.98,Current,0,23.5,Low,0
L100198,C1145,2024-02-11,2027-02-11,North America,United States,Manufacturing,Public Sector,Leasing,944261.87,523205.96,0.032,36,768.0,168.09,1144327.1,0.457,2.17,Current,0,19.8,Low,0
L100199,C1060,2023-06-27,2028-06-27,Europe,United Kingdom,Retail,Enterprise,Project Finance,3396221.02,1968703.03,0.0519,60,740.0,400.68,4439896.88,0.443,1.78,Current,0,21.2,Low,0
L100200,C1245,2024-08-10,2027-08-10,Asia-Pacific,Singapore,Construction,Public Sector,Trade Finance,2236619.54,1699675.65,0.06,36,719.0,151.38,3243713.45,0.524,2.08,Current,0,24.5,Low,0
L100201,C1135,2024-08-28,2028-08-28,Latin America,Brazil,Retail,Public Sector,Leasing,348216.13,274879.32,0.0511,48,758.0,174.27,329201.97,0.835,1.55,Current,0,38.4,Moderate,0
L100202,C1349,2025-03-24,2030-03-24,Europe,Germany,Retail,SME,Leasing,188781.86,171422.26,0.0815,60,603.0,5.67,234318.34,0.732,1.73,Current,0,51.3,Moderate,0
L100203,C1219,2023-08-11,2028-08-11,North America,Canada,Transportation,Mid-Market,Leasing,1661940.69,1208898.59,0.0601,60,696.0,34.85,1614426.03,0.749,1.76,Current,0,37.1,Moderate,0
L100204,C1090,2024-08-17,2028-08-17,North America,United States,Retail,Mid-Market,Equipment Finance,973254.11,730938.25,0.0622,48,674.0,69.25,1521930.16,0.48,1.81,Current,0,29.5,Low,0
L100205,C1355,2025-07-20,2029-07-20,North America,United States,Healthcare,Public Sector,Equipment Finance,3774700.77,3510976.66,0.032,48,820.0,274.38,5570909.87,0.63,2.13,Current,0,17.0,Low,0
L100206,C1228,2023-10-14,2026-10-14,North America,United States,Manufacturing,SME,Equipment Finance,125974.31,50838.0,0.0642,36,678.0,,159382.35,0.319,1.35,Current,0,32.6,Low,0
L100207,C1112,2025-07-12,2029-07-12,Asia-Pacific,China,Manufacturing,Mid-Market,Leasing,287041.27,260789.32,0.0688,48,681.0,34.72,274759.1,0.949,1.32,Current,0,59.1,Elevated,0
L100208,C1054,2025-03-10,2029-03-10,North America,United States,Manufacturing,Enterprise,Equipment Finance,7983493.18,7298889.1,0.0462,48,684.0,512.28,13686516.27,0.533,1.49,Late 30,44,45.8,Moderate,0
L100209,C1210,2024-04-04,2029-04-04,Europe,Germany,Manufacturing,SME,Leasing,259652.41,192057.96,0.071,60,722.0,4.02,295030.78,0.651,1.26,Current,0,29.8,Low,0
L100210,C1283,2025-08-01,2029-08-01,Asia-Pacific,India,Healthcare,Enterprise,Project Finance,6813188.38,6298934.52,0.0325,48,734.0,494.07,7539014.94,0.836,1.89,Current,0,33.5,Low,0
L100211,C1317,2025-11-10,2030-11-10,Europe,Netherlands,Construction,Mid-Market,Equipment Finance,506707.21,496287.16,0.074,60,652.0,114.58,555226.31,0.894,1.4,Current,0,62.4,Elevated,0
L100212,C1048,2023-09-23,2027-09-23,North America,Mexico,Public Sector,Public Sector,Working Capital,1308751.67,844074.68,0.032,48,779.0,105.77,1456660.12,0.579,2.37,Current,0,12.6,Low,0
L100213,C1164,2025-12-07,2028-12-07,Asia-Pacific,China,Transportation,Enterprise,Trade Finance,1159917.32,1135722.69,0.0555,36,747.0,1847.05,1275027.62,0.891,1.64,Grace Period,23,44.2,Moderate,0
L100214,C1379,2023-01-06,2026-01-06,Asia-Pacific,India,Manufacturing,SME,Leasing,487370.1,205470.45,0.0791,36,696.0,5.26,746719.13,0.275,1.11,Current,0,35.6,Moderate,0
L100215,C1251,2023-05-10,2025-05-10,Asia-Pacific,China,Construction,Enterprise,Equipment Finance,12500000.0,4717096.93,0.0702,24,715.0,619.63,19150938.6,0.246,1.14,Current,0,35.9,Moderate,0
L100216,C1035,2023-02-17,2027-02-17,North America,Mexico,Healthcare,SME,Leasing,324188.37,198567.99,0.0403,48,689.0,3.45,292721.41,0.678,1.57,Current,0,26.4,Low,0
L100217,C1348,2024-02-07,2030-02-07,North America,Mexico,Manufacturing,Mid-Market,Working Capital,368837.47,308584.51,0.0592,72,713.0,117.76,407290.97,0.758,1.34,Current,0,37.6,Moderate,0
L100218,C1260,2025-10-07,2030-10-07,Latin America,Colombia,Energy,Mid-Market,Leasing,167211.27,161475.55,0.0822,60,709.0,53.65,179564.17,0.899,1.09,Current,0,57.9,Elevated,0
L100219,C1174,2024-10-04,2028-10-04,Europe,Germany,Healthcare,Enterprise,Equipment Finance,1305761.3,1111885.61,0.032,48,763.0,375.94,1346925.87,0.825,2.36,Current,0,32.6,Low,0
L100220,C1295,2024-11-10,2027-11-10,Europe,France,Energy,SME,Leasing,603326.67,445937.81,0.0754,36,706.0,3.85,823254.55,0.542,1.01,Default,168,83.2,High,1
L100221,C1246,2023-04-07,2029-04-07,Europe,Germany,Public Sector,SME,Leasing,134788.6,97987.0,0.0324,72,692.0,4.66,142024.83,0.69,2.37,Current,0,23.2,Low,0
L100222,C1098,2024-07-24,2026-07-24,Asia-Pacific,Australia,Construction,Enterprise,Equipment Finance,2797402.2,1218287.7,0.0697,24,683.0,622.14,4740832.64,0.257,1.51,Grace Period,25,32.0,Low,0
L100223,C1302,2024-02-26,2028-02-26,Latin America,Brazil,Construction,Mid-Market,Working Capital,779547.83,554045.95,0.1134,48,677.0,64.56,865325.81,0.64,1.39,Current,0,37.8,Moderate,0
L100224,C1096,2024-06-11,2030-06-11,North America,Canada,Manufacturing,Mid-Market,Equipment Finance,2289732.02,1812073.71,0.0396,72,733.0,56.58,2694760.04,0.672,1.87,Current,0,24.0,Low,0
L100225,C1086,2023-10-03,2027-10-03,Latin America,Brazil,Public Sector,SME,Equipment Finance,290778.14,163494.13,0.0596,48,622.0,3.54,510125.34,0.32,1.73,Current,0,30.2,Low,0
L100226,C1226,2023-08-03,2026-08-03,North America,Canada,Transportation,SME,Project Finance,477612.56,293774.14,0.0985,36,590.0,3.41,625591.82,0.47,1.8,Default,158,90.9,High,1
L100227,C1007,2025-11-10,2028-11-10,Europe,Netherlands,Manufacturing,Enterprise,Equipment Finance,3615809.03,3477566.63,0.032,36,771.0,360.7,4136862.04,0.841,1.45,Current,0,40.1,Moderate,0
L100228,C1239,2024-09-13,2029-09-13,Asia-Pacific,China,Transportation,SME,Working Capital,124767.76,108460.04,0.1066,60,716.0,7.32,133243.44,0.814,1.15,Default,184,94.1,High,1
L100229,C1209,2024-03-15,2027-03-15,North America,United States,Technology,Mid-Market,Leasing,521111.89,283610.34,0.0387,36,665.0,87.45,843946.85,0.336,1.52,Current,0,27.8,Low,0
L100230,C1273,2023-03-09,2028-03-09,North America,Canada,Technology,Public Sector,Equipment Finance,2850082.18,1772840.1,0.032,60,761.0,377.0,3813859.34,0.465,1.67,Grace Period,18,17.1,Low,0
L100231,C1060,2025-04-10,2029-04-10,Europe,United Kingdom,Manufacturing,SME,Trade Finance,236277.55,213084.13,0.0764,48,657.0,5.5,288024.49,0.74,1.33,Current,0,46.5,Moderate,0
L100232,C1220,2024-06-08,2028-06-08,Latin America,Brazil,Technology,Enterprise,Leasing,8956902.26,7167759.81,0.0527,48,735.0,608.86,11158912.27,0.642,2.11,Current,0,18.9,Low,0
L100233,C1167,2024-02-15,2027-02-15,Europe,Germany,Manufacturing,SME,Equipment Finance,421092.83,264940.85,0.0603,36,684.0,4.95,517976.88,0.511,1.46,Current,0,28.6,Low,0
L100234,C1066,2025-01-20,2031-01-20,Latin America,Chile,Manufacturing,Enterprise,Trade Finance,4395832.5,3856387.92,0.0747,72,687.0,162.97,4489629.5,0.859,2.02,Default,176,89.9,High,1
L100235,C1171,2023-05-02,2027-05-02,Asia-Pacific,Singapore,Manufacturing,Enterprise,Working Capital,1024897.93,523116.19,0.0625,48,694.0,419.86,1141936.95,0.458,2.12,Current,0,24.5,Low,0
L100236,C1351,2024-08-14,2029-08-14,Europe,Germany,Retail,Enterprise,Working Capital,2587079.57,2283601.93,0.0515,60,,380.35,3494239.4,0.654,2.41,Current,0,25.2,Low,0
L100237,C1313,2025-08-19,2029-08-19,Asia-Pacific,Singapore,Energy,SME,Equipment Finance,214646.36,202864.05,0.0947,48,658.0,2.89,337380.57,0.601,1.83,Current,0,32.8,Low,0
L100238,C1063,2024-05-19,2027-05-19,North America,Canada,Healthcare,Mid-Market,Equipment Finance,1219047.23,827870.28,0.032,36,672.0,40.8,1331370.92,0.622,2.43,Current,0,25.0,Low,0
L100239,C1321,2023-01-16,2027-01-16,North America,United States,Healthcare,Enterprise,Working Capital,2844185.96,1466296.37,0.032,48,777.0,521.93,2789113.23,0.526,1.88,Current,0,16.2,Low,0
L100240,C1214,2023-09-15,2027-09-15,Middle East & Africa,Saudi Arabia,Retail,SME,Equipment Finance,336044.95,245323.75,0.1052,48,644.0,2.72,344100.59,0.713,1.29,Current,0,49.1,Moderate,0
L100241,C1017,2023-03-20,2027-03-20,Asia-Pacific,Singapore,Transportation,SME,Equipment Finance,1318921.87,813669.24,0.0973,48,642.0,3.54,1649912.29,0.493,1.35,Current,0,41.7,Moderate,0
L100242,C1349,2024-07-11,2030-07-11,North America,United States,Retail,SME,Project Finance,1382619.13,1115790.66,0.074,72,671.0,,1938476.88,0.576,1.41,Late 60,64,61.7,Elevated,0
L100243,C1199,2024-02-16,2030-02-16,Europe,United Kingdom,Energy,Public Sector,Equipment Finance,4442688.24,3590960.18,0.0332,72,735.0,85.15,5498607.33,0.653,2.0,Current,0,24.2,Low,0
L100244,C1346,2023-05-09,2028-05-09,Europe,Germany,Manufacturing,Enterprise,Equipment Finance,5403578.52,3350102.96,0.032,60,768.0,428.47,8918167.25,0.376,1.95,Current,0,19.8,Low,0
L100245,C1037,2025-01-13,2030-01-13,Middle East & Africa,Saudi Arabia,Technology,Mid-Market,Equipment Finance,2695155.71,2369792.75,0.062,60,678.0,28.14,3714027.42,0.638,1.45,Current,0,28.7,Low,0
L100246,C1063,2023-07-04,2027-07-04,Europe,Netherlands,Healthcare,Enterprise,Leasing,1130490.0,709882.23,0.032,48,694.0,,1584806.94,0.448,1.53,Current,0,21.4,Low,0
L100247,C1342,2024-01-10,2029-01-10,Europe,Netherlands,Public Sector,Mid-Market,Working Capital,1180140.99,868013.18,0.032,60,710.0,51.31,1584810.06,0.548,2.0,Current,0,14.4,Low,0
